id,nat
07_17_000,0
07_17_001,0
07_17_002,0
07_18_000,0
07_19_000,0
07_19_001,0
07_19_002,0
07_20_000,0
07_21_000,0
07_21_001,0
07_21_002,0
07_21_003,0
07_22_000,0
07_23_000,0
07_23_001,0
07_23_002,1
07_23_003,0
07_23_004,0
07_23_005,0
07_23_006,0
07_23_007,0
07_23_008,0
07_23_009,0
07_23_010,0
07_23_011,0
07_23_012,0
07_23_013,0
07_23_014,0
07_23_015,0
07_23_016,0
07_23_017,0
07_23_018,1
07_24_000,0
07_25_000,0
07_25_001,0
07_26_000,1
07_26_001,1
07_26_002,0
07_26_003,0
07_26_004,0
07_26_005,0
07_26_006,1
07_26_007,0
07_26_008,0
07_26_009,0
07_26_010,0
07_26_011,0
07_26_012,0
07_26_013,0
07_26_014,1
07_26_015,0
07_26_016,0
07_26_017,0
07_26_018,0
07_26_019,0
07_26_020,0
07_26_021,0
07_26_022,0
07_26_023,0
07_26_024,0
07_26_025,0
07_26_026,0
07_26_027,1
07_26_028,1
07_26_029,1
07_26_030,1
07_26_031,0
07_26_032,1
07_26_033,1
07_26_034,1
07_26_035,1
07_26_036,0
07_26_037,0
07_26_038,0
07_26_039,1
07_26_040,1
07_26_041,1
07_26_042,1
07_26_043,0
07_26_044,0
07_26_045,1
07_26_046,1
07_26_047,0
07_26_048,0
07_26_049,0
07_26_050,0
07_26_051,0
07_26_052,0
07_26_053,0
07_26_054,0
07_26_055,0
07_26_056,0
07_26_057,1
07_26_058,1
07_26_059,0
07_26_060,1
07_26_061,0
07_26_062,0
07_26_063,0
07_26_064,0
07_26_065,0
07_26_066,0
07_26_067,0
07_26_068,0
07_26_069,0
07_26_070,0
07_26_071,0
07_26_072,0
07_26_073,0
07_26_074,0
07_26_075,1
07_26_076,0
07_26_077,0
07_26_078,0
07_26_079,0
07_26_080,0
07_26_081,0
07_26_082,0
07_26_083,0
07_26_084,0
07_26_085,0
07_26_086,0
07_26_087,0
07_26_088,1
07_26_089,0
07_26_090,0
07_26_091,0
07_26_092,0
07_27_000,0
07_27_001,0
07_27_002,0
07_27_003,0
07_27_004,0
07_27_005,0
07_27_006,0
07_27_007,0
07_27_008,0
07_27_009,0
07_27_010,0
07_27_011,0
07_27_012,0
07_27_013,0
07_27_014,0
07_27_015,0
07_27_016,0
07_27_017,0
07_28_000,0
07_28_001,0
07_28_002,0
07_28_003,0
07_28_004,0
07_28_005,0
07_28_006,0
07_28_007,0
07_28_008,0
07_28_009,0
07_28_010,1
07_28_011,0
07_28_012,0
07_28_013,0
07_28_014,0
07_28_015,0
07_28_016,0
07_28_017,0
07_28_018,0
07_28_019,1
07_28_020,0
07_28_021,0
07_28_022,0
07_28_023,0
07_28_024,0
07_28_025,0
07_28_026,1
07_28_027,0
07_28_028,0
07_28_029,0
07_28_030,0
07_28_031,1
07_28_032,1
07_28_033,0
07_28_034,1
07_28_035,1
07_28_036,0
07_28_037,0
07_28_038,0
07_28_039,0
07_28_040,0
07_28_041,0
07_29_000,0
07_29_001,0
07_29_002,0
07_29_003,0
07_29_004,0
07_29_005,0
07_29_006,0
07_29_007,0
07_29_008,0
07_29_009,0
07_29_010,0
07_29_011,0
07_29_012,0
07_29_013,0
07_29_014,0
07_29_015,0
07_29_016,0
07_29_017,0
07_29_018,0
07_29_019,0
07_29_020,0
07_29_021,0
07_29_022,0
07_29_023,0
07_29_024,0
07_29_025,0
07_29_026,0
