A	A	dt	A	a	0
hereunto	hereunto	av	hereunto	hereunto	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
answered	answered	vvn	answered	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
passe	passe	vvi	pass	pass	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Majestie	Majestie	n1	Majesty	majesty	0
meant	meant	vvd	meant	mean	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
