Source,Target,Type,Id,Label,timeset,Weight,take
1,548,Undirected,47111,,,0.622041,FALSE
1,50,Undirected,47112,,,0.607072,FALSE
1,568,Undirected,47113,,,0.603349,FALSE
1,602,Undirected,47114,,,0.488339,FALSE
1,551,Undirected,47115,,,0.481917,FALSE
1,116,Undirected,47116,,,0.681468,FALSE
1,484,Undirected,47117,,,0.48508,FALSE
1,958,Undirected,47118,,,0.498083,FALSE
1,463,Undirected,47119,,,0.450198,FALSE
1,374,Undirected,47120,,,0.493045,FALSE
1,264,Undirected,47121,,,0.646107,FALSE
1,789,Undirected,47122,,,0.595969,FALSE
1,118,Undirected,47123,,,0.655024,FALSE
1,547,Undirected,47124,,,0.476406,FALSE
1,108,Undirected,47125,,,0.541531,FALSE
1,980,Undirected,47126,,,0.523489,FALSE
1,856,Undirected,47127,,,0.438114,FALSE
1,688,Undirected,47128,,,0.548551,FALSE
1,916,Undirected,47129,,,0.495774,FALSE
1,998,Undirected,47130,,,0.48264,FALSE
1,939,Undirected,47131,,,0.564998,FALSE
1,689,Undirected,47132,,,0.553204,FALSE
1,202,Undirected,47133,,,0.622094,FALSE
1,510,Undirected,47134,,,0.545616,FALSE
2,228,Undirected,47135,,,0.447425,FALSE
2,258,Undirected,47136,,,0.46176,FALSE
2,217,Undirected,47137,,,0.655452,FALSE
2,353,Undirected,47138,,,0.525612,FALSE
2,433,Undirected,47139,,,0.520558,FALSE
2,457,Undirected,47140,,,0.676018,FALSE
2,514,Undirected,47141,,,0.618615,FALSE
2,541,Undirected,47142,,,0.498163,FALSE
2,141,Undirected,47143,,,0.440895,FALSE
2,265,Undirected,47144,,,0.55225,FALSE
2,577,Undirected,47145,,,0.47431,FALSE
2,7,Undirected,47146,,,0.721544,FALSE
2,235,Undirected,47147,,,0.710433,FALSE
2,4,Undirected,47148,,,0.706318,FALSE
2,96,Undirected,47149,,,0.703563,TRUE
2,8,Undirected,47150,,,0.701355,FALSE
2,67,Undirected,47151,,,0.698111,FALSE
2,544,Undirected,47152,,,0.691574,FALSE
2,6,Undirected,47153,,,0.684228,FALSE
2,143,Undirected,47154,,,0.682579,FALSE
2,618,Undirected,47155,,,0.601897,FALSE
2,627,Undirected,47156,,,0.644218,FALSE
2,362,Undirected,47157,,,0.580622,FALSE
2,645,Undirected,47158,,,0.433605,FALSE
2,199,Undirected,47159,,,0.583681,FALSE
2,524,Undirected,47160,,,0.48156,FALSE
2,719,Undirected,47161,,,0.470457,FALSE
2,162,Undirected,47162,,,0.563,FALSE
2,537,Undirected,47163,,,0.58054,FALSE
2,797,Undirected,47164,,,0.468857,FALSE
2,253,Undirected,47166,,,0.59888,FALSE
2,377,Undirected,47167,,,0.449521,FALSE
2,854,Undirected,47168,,,0.481181,FALSE
2,857,Undirected,47169,,,0.460037,FALSE
2,876,Undirected,47170,,,0.383268,FALSE
2,160,Undirected,47171,,,0.595362,FALSE
2,669,Undirected,47172,,,0.502507,FALSE
2,573,Undirected,47173,,,0.524954,FALSE
2,904,Undirected,47174,,,0.373951,FALSE
2,272,Undirected,47175,,,0.618413,FALSE
2,503,Undirected,47176,,,0.546306,FALSE
2,602,Undirected,47177,,,0.481167,FALSE
2,231,Undirected,47178,,,0.589451,FALSE
2,962,Undirected,47179,,,0.441086,FALSE
2,769,Undirected,47180,,,0.541525,FALSE
2,374,Undirected,47181,,,0.48785,FALSE
2,444,Undirected,47182,,,0.516006,FALSE
2,970,Undirected,47183,,,0.447397,FALSE
2,294,Undirected,47184,,,0.557971,FALSE
2,946,Undirected,47185,,,0.494236,FALSE
2,213,Undirected,47186,,,0.427974,FALSE
2,688,Undirected,47187,,,0.542061,FALSE
2,986,Undirected,47188,,,0.398139,FALSE
2,884,Undirected,47189,,,0.470413,FALSE
2,485,Undirected,47190,,,0.441126,FALSE
2,916,Undirected,47191,,,0.481873,FALSE
2,129,Undirected,47192,,,0.568452,FALSE
2,999,Undirected,47193,,,0.398022,FALSE
2,219,Undirected,47194,,,0.528875,FALSE
2,312,Undirected,47195,,,0.556304,FALSE
2,1010,Undirected,47196,,,0.447253,FALSE
2,689,Undirected,47197,,,0.551772,FALSE
2,583,Undirected,47198,,,0.531554,FALSE
2,1003,Undirected,47199,,,0.493981,FALSE
2,805,Undirected,47200,,,0.483616,FALSE
3,201,Undirected,47201,,,0.435286,FALSE
3,258,Undirected,47202,,,0.466806,FALSE
3,263,Undirected,47203,,,0.630045,FALSE
3,122,Undirected,47204,,,0.696386,FALSE
3,238,Undirected,47205,,,0.602051,FALSE
3,130,Undirected,47206,,,0.595893,FALSE
3,344,Undirected,47207,,,0.532529,FALSE
3,365,Undirected,47208,,,0.513752,FALSE
3,163,Undirected,47209,,,0.525916,FALSE
3,393,Undirected,47210,,,0.405265,FALSE
3,407,Undirected,47211,,,0.496627,FALSE
3,351,Undirected,47212,,,0.550204,FALSE
3,453,Undirected,47213,,,0.430715,FALSE
3,457,Undirected,47214,,,0.68008,FALSE
3,388,Undirected,47215,,,0.505698,FALSE
3,397,Undirected,47216,,,0.616894,FALSE
3,514,Undirected,47217,,,0.603262,FALSE
3,560,Undirected,47218,,,0.51858,FALSE
3,265,Undirected,47219,,,0.541547,FALSE
3,430,Undirected,47220,,,0.600191,FALSE
3,577,Undirected,47221,,,0.493174,FALSE
3,239,Undirected,47222,,,0.714956,FALSE
3,124,Undirected,47223,,,0.573184,FALSE
3,627,Undirected,47224,,,0.661968,FALSE
3,199,Undirected,47225,,,0.587359,FALSE
3,650,Undirected,47226,,,0.522671,FALSE
3,257,Undirected,47227,,,0.47763,FALSE
3,329,Undirected,47228,,,0.557767,FALSE
3,382,Undirected,47229,,,0.539912,FALSE
3,7,Undirected,47230,,,0.738373,FALSE
3,686,Undirected,47231,,,0.526502,FALSE
3,35,Undirected,47232,,,0.633062,FALSE
3,721,Undirected,47233,,,0.496534,FALSE
3,723,Undirected,47234,,,0.51533,FALSE
3,752,Undirected,47235,,,0.41611,FALSE
3,754,Undirected,47236,,,0.398032,FALSE
3,162,Undirected,47237,,,0.558236,FALSE
3,117,Undirected,47238,,,0.638121,FALSE
3,455,Undirected,47239,,,0.510867,FALSE
3,492,Undirected,47240,,,0.389925,FALSE
3,785,Undirected,47241,,,0.525404,FALSE
3,628,Undirected,47242,,,0.6112,FALSE
3,395,Undirected,47243,,,0.518431,FALSE
3,513,Undirected,47244,,,0.510088,FALSE
3,546,Undirected,47245,,,0.507002,FALSE
3,54,Undirected,47246,,,0.68487,FALSE
3,203,Undirected,47247,,,0.562761,FALSE
3,392,Undirected,47248,,,0.507358,FALSE
3,125,Undirected,47249,,,0.556021,FALSE
3,53,Undirected,47250,,,0.65969,FALSE
3,48,Undirected,47251,,,0.640241,FALSE
3,770,Undirected,47252,,,0.434137,FALSE
3,51,Undirected,47253,,,0.513519,FALSE
3,853,Undirected,47254,,,0.545407,FALSE
3,387,Undirected,47255,,,0.5142,FALSE
3,657,Undirected,47256,,,0.463068,FALSE
3,206,Undirected,47257,,,0.608608,FALSE
3,871,Undirected,47258,,,0.467994,FALSE
3,105,Undirected,47259,,,0.691966,FALSE
3,160,Undirected,47260,,,0.619202,FALSE
3,669,Undirected,47261,,,0.488376,FALSE
3,52,Undirected,47262,,,0.640792,FALSE
3,456,Undirected,47263,,,0.502379,FALSE
3,205,Undirected,47264,,,0.663546,FALSE
3,892,Undirected,47265,,,0.362001,FALSE
3,207,Undirected,47266,,,0.587592,FALSE
3,313,Undirected,47267,,,0.575197,FALSE
3,394,Undirected,47268,,,0.542075,FALSE
3,561,Undirected,47269,,,0.633972,FALSE
3,297,Undirected,47270,,,0.591974,FALSE
3,127,Undirected,47271,,,0.572228,FALSE
3,849,Undirected,47272,,,0.463514,FALSE
3,47,Undirected,47273,,,0.630933,FALSE
3,573,Undirected,47274,,,0.542906,FALSE
3,6,Undirected,47275,,,0.718901,FALSE
3,544,Undirected,47276,,,0.696848,FALSE
3,315,Undirected,47277,,,0.557599,FALSE
3,146,Undirected,47278,,,0.659298,FALSE
3,114,Undirected,47279,,,0.635394,FALSE
3,330,Undirected,47280,,,0.565108,FALSE
3,45,Undirected,47281,,,0.58884,FALSE
3,128,Undirected,47282,,,0.564526,FALSE
3,328,Undirected,47283,,,0.49355,FALSE
3,448,Undirected,47284,,,0.592649,FALSE
3,503,Undirected,47285,,,0.526504,FALSE
3,548,Undirected,47286,,,0.595886,FALSE
3,10,Undirected,47287,,,0.674796,FALSE
3,50,Undirected,47288,,,0.638935,FALSE
3,930,Undirected,47289,,,0.396607,FALSE
3,310,Undirected,47290,,,0.543032,FALSE
3,327,Undirected,47291,,,0.530538,FALSE
3,405,Undirected,47292,,,0.521378,FALSE
3,898,Undirected,47293,,,0.452922,FALSE
3,568,Undirected,47294,,,0.610593,FALSE
3,551,Undirected,47295,,,0.506719,FALSE
3,542,Undirected,47296,,,0.619986,FALSE
3,370,Undirected,47297,,,0.577014,FALSE
3,527,Undirected,47298,,,0.657287,FALSE
3,16,Undirected,47299,,,0.47956,FALSE
3,463,Undirected,47300,,,0.450146,FALSE
3,877,Undirected,47301,,,0.3943,FALSE
3,959,Undirected,47302,,,0.548596,FALSE
3,264,Undirected,47303,,,0.615907,FALSE
3,118,Undirected,47304,,,0.696286,FALSE
3,972,Undirected,47305,,,0.503922,FALSE
3,4,Undirected,47306,,,0.735865,FALSE
3,143,Undirected,47307,,,0.734999,FALSE
3,37,Undirected,47308,,,0.730383,FALSE
3,195,Undirected,47309,,,0.728744,FALSE
3,74,Undirected,47310,,,0.715392,FALSE
3,9,Undirected,47311,,,0.714173,FALSE
3,614,Undirected,47312,,,0.528638,FALSE
3,121,Undirected,47313,,,0.627709,FALSE
3,946,Undirected,47314,,,0.511684,FALSE
3,980,Undirected,47315,,,0.530823,FALSE
3,856,Undirected,47316,,,0.446822,FALSE
3,244,Undirected,47317,,,0.656791,FALSE
3,261,Undirected,47318,,,0.674481,FALSE
3,608,Undirected,47319,,,0.604136,FALSE
3,916,Undirected,47320,,,0.477758,FALSE
3,995,Undirected,47321,,,0.434017,FALSE
3,132,Undirected,47322,,,0.66633,FALSE
3,1000,Undirected,47323,,,0.463218,FALSE
3,939,Undirected,47324,,,0.597924,FALSE
3,550,Undirected,47325,,,0.495084,FALSE
3,1006,Undirected,47326,,,0.448924,FALSE
3,219,Undirected,47327,,,0.537168,FALSE
3,312,Undirected,47328,,,0.569951,FALSE
3,262,Undirected,47329,,,0.687997,FALSE
3,552,Undirected,47330,,,0.474338,FALSE
3,689,Undirected,47331,,,0.56119,FALSE
3,750,Undirected,47332,,,0.527469,FALSE
3,237,Undirected,47333,,,0.597172,FALSE
3,202,Undirected,47334,,,0.625378,FALSE
3,1003,Undirected,47335,,,0.515818,FALSE
3,585,Undirected,47336,,,0.573971,FALSE
3,446,Undirected,47337,,,0.587699,FALSE
4,113,Undirected,47338,,,0.567651,FALSE
4,142,Undirected,47339,,,0.522754,FALSE
4,120,Undirected,47340,,,0.651716,FALSE
4,263,Undirected,47341,,,0.597106,FALSE
4,122,Undirected,47342,,,0.68869,FALSE
4,238,Undirected,47343,,,0.586965,FALSE
4,130,Undirected,47344,,,0.572715,FALSE
4,344,Undirected,47345,,,0.489627,FALSE
4,365,Undirected,47346,,,0.535868,FALSE
4,368,Undirected,47347,,,0.499409,FALSE
4,372,Undirected,47348,,,0.390155,FALSE
4,163,Undirected,47349,,,0.534044,FALSE
4,353,Undirected,47350,,,0.580795,FALSE
4,351,Undirected,47351,,,0.536965,FALSE
4,433,Undirected,47352,,,0.521355,FALSE
4,443,Undirected,47353,,,0.488655,FALSE
4,304,Undirected,47354,,,0.644913,FALSE
4,457,Undirected,47355,,,0.673698,FALSE
4,490,Undirected,47356,,,0.475627,FALSE
4,388,Undirected,47357,,,0.504513,FALSE
4,397,Undirected,47358,,,0.595756,FALSE
4,514,Undirected,47359,,,0.628102,FALSE
4,406,Undirected,47360,,,0.518245,FALSE
4,558,Undirected,47361,,,0.597324,FALSE
4,355,Undirected,47362,,,0.620625,FALSE
4,559,Undirected,47363,,,0.523949,FALSE
4,572,Undirected,47364,,,0.56787,FALSE
4,192,Undirected,47365,,,0.627311,FALSE
4,430,Undirected,47366,,,0.603294,FALSE
4,577,Undirected,47367,,,0.4761,FALSE
4,239,Undirected,47368,,,0.713517,FALSE
4,124,Undirected,47369,,,0.578757,FALSE
4,603,Undirected,47370,,,0.471095,FALSE
4,422,Undirected,47371,,,0.51656,FALSE
4,618,Undirected,47372,,,0.579187,FALSE
4,627,Undirected,47373,,,0.643567,FALSE
4,362,Undirected,47374,,,0.576938,FALSE
4,635,Undirected,47375,,,0.395329,FALSE
4,199,Undirected,47376,,,0.581273,FALSE
4,650,Undirected,47377,,,0.483037,FALSE
4,257,Undirected,47378,,,0.483863,FALSE
4,667,Undirected,47379,,,0.45946,FALSE
4,524,Undirected,47380,,,0.490064,FALSE
4,316,Undirected,47381,,,0.464587,FALSE
4,329,Undirected,47382,,,0.573862,FALSE
4,686,Undirected,47383,,,0.526419,FALSE
4,714,Undirected,47384,,,0.45302,FALSE
4,715,Undirected,47385,,,0.412805,FALSE
4,115,Undirected,47386,,,0.668945,FALSE
4,721,Undirected,47387,,,0.505483,FALSE
4,723,Undirected,47388,,,0.542231,FALSE
4,319,Undirected,47389,,,0.550032,FALSE
4,117,Undirected,47390,,,0.658858,FALSE
4,537,Undirected,47391,,,0.5794,FALSE
4,767,Undirected,47392,,,0.534104,FALSE
4,538,Undirected,47393,,,0.449456,FALSE
4,731,Undirected,47394,,,0.370614,FALSE
4,746,Undirected,47395,,,0.441234,FALSE
4,233,Undirected,47396,,,0.646788,FALSE
4,628,Undirected,47397,,,0.634871,FALSE
4,395,Undirected,47398,,,0.525522,FALSE
4,797,Undirected,47399,,,0.46727,FALSE
4,801,Undirected,47400,,,0.383776,FALSE
4,513,Undirected,47401,,,0.51423,FALSE
4,546,Undirected,47402,,,0.534026,FALSE
4,54,Undirected,47403,,,0.668444,FALSE
4,125,Undirected,47404,,,0.551895,FALSE
4,53,Undirected,47405,,,0.632725,FALSE
4,253,Undirected,47406,,,0.615867,FALSE
4,48,Undirected,47407,,,0.630579,FALSE
4,841,Undirected,47408,,,0.436154,FALSE
4,825,Undirected,47409,,,0.514903,FALSE
4,51,Undirected,47410,,,0.523736,FALSE
4,604,Undirected,47411,,,0.542788,FALSE
4,854,Undirected,47412,,,0.44045,FALSE
4,387,Undirected,47413,,,0.511235,FALSE
4,857,Undirected,47414,,,0.45882,FALSE
4,861,Undirected,47415,,,0.487585,FALSE
4,863,Undirected,47416,,,0.421918,FALSE
4,868,Undirected,47417,,,0.398149,FALSE
4,871,Undirected,47418,,,0.457713,FALSE
4,144,Undirected,47419,,,0.606412,FALSE
4,105,Undirected,47420,,,0.705501,FALSE
4,481,Undirected,47421,,,0.38799,FALSE
4,160,Undirected,47422,,,0.652007,FALSE
4,52,Undirected,47423,,,0.635373,FALSE
4,456,Undirected,47424,,,0.517287,FALSE
4,883,Undirected,47425,,,0.433389,FALSE
4,260,Undirected,47426,,,0.644264,FALSE
4,207,Undirected,47427,,,0.570324,FALSE
4,313,Undirected,47428,,,0.570632,FALSE
4,394,Undirected,47429,,,0.520586,FALSE
4,297,Undirected,47430,,,0.620663,FALSE
4,127,Undirected,47431,,,0.530804,FALSE
4,47,Undirected,47432,,,0.616535,FALSE
4,8,Undirected,47433,,,0.702022,FALSE
4,529,Undirected,47434,,,0.592174,FALSE
4,573,Undirected,47435,,,0.532856,FALSE
4,584,Undirected,47436,,,0.531621,FALSE
4,6,Undirected,47437,,,0.717788,FALSE
4,315,Undirected,47438,,,0.523517,FALSE
4,906,Undirected,47439,,,0.487544,FALSE
4,693,Undirected,47440,,,0.498009,FALSE
4,146,Undirected,47441,,,0.659786,FALSE
4,114,Undirected,47442,,,0.646451,FALSE
4,330,Undirected,47443,,,0.55233,FALSE
4,272,Undirected,47444,,,0.647878,FALSE
4,837,Undirected,47445,,,0.528432,FALSE
4,503,Undirected,47446,,,0.55878,FALSE
4,255,Undirected,47447,,,0.62879,FALSE
4,548,Undirected,47448,,,0.619379,FALSE
4,208,Undirected,47449,,,0.603146,FALSE
4,50,Undirected,47450,,,0.639075,FALSE
4,119,Undirected,47451,,,0.753868,FALSE
4,310,Undirected,47452,,,0.556359,FALSE
4,327,Undirected,47453,,,0.546287,FALSE
4,649,Undirected,47454,,,0.426118,FALSE
4,508,Undirected,47455,,,0.64697,FALSE
4,568,Undirected,47456,,,0.6226,FALSE
4,551,Undirected,47457,,,0.517026,FALSE
4,116,Undirected,47458,,,0.714651,FALSE
4,542,Undirected,47459,,,0.637365,FALSE
4,370,Undirected,47460,,,0.574659,FALSE
4,307,Undirected,47461,,,0.507576,FALSE
4,960,Undirected,47462,,,0.410644,FALSE
4,402,Undirected,47463,,,0.593011,FALSE
4,961,Undirected,47464,,,0.378563,FALSE
4,769,Undirected,47465,,,0.55783,FALSE
4,553,Undirected,47466,,,0.510776,FALSE
4,16,Undirected,47467,,,0.509836,FALSE
4,964,Undirected,47468,,,0.493078,FALSE
4,966,Undirected,47469,,,0.464957,FALSE
4,264,Undirected,47470,,,0.663567,FALSE
4,842,Undirected,47471,,,0.536466,FALSE
4,969,Undirected,47472,,,0.433293,FALSE
4,789,Undirected,47473,,,0.614598,FALSE
4,118,Undirected,47474,,,0.702097,FALSE
4,411,Undirected,47475,,,0.507002,FALSE
4,567,Undirected,47476,,,0.432986,FALSE
4,314,Undirected,47477,,,0.557457,FALSE
4,614,Undirected,47478,,,0.526895,FALSE
4,975,Undirected,47479,,,0.561733,FALSE
4,692,Undirected,47480,,,0.467874,FALSE
4,108,Undirected,47481,,,0.542018,FALSE
4,121,Undirected,47482,,,0.643673,FALSE
4,946,Undirected,47483,,,0.493926,FALSE
4,502,Undirected,47484,,,0.436081,FALSE
4,980,Undirected,47485,,,0.539519,FALSE
4,688,Undirected,47486,,,0.539675,FALSE
4,195,Undirected,47487,,,0.751111,FALSE
4,235,Undirected,47488,,,0.741928,FALSE
4,143,Undirected,47489,,,0.73919,FALSE
4,7,Undirected,47490,,,0.729087,FALSE
4,37,Undirected,47491,,,0.710279,FALSE
4,651,Undirected,47492,,,0.466916,FALSE
4,244,Undirected,47493,,,0.643824,FALSE
4,765,Undirected,47494,,,0.506507,FALSE
4,991,Undirected,47495,,,0.458928,FALSE
4,608,Undirected,47496,,,0.607739,FALSE
4,965,Undirected,47497,,,0.477451,FALSE
4,191,Undirected,47498,,,0.52908,FALSE
4,332,Undirected,47499,,,0.495752,FALSE
4,998,Undirected,47500,,,0.480883,FALSE
4,133,Undirected,47501,,,0.655613,FALSE
4,489,Undirected,47502,,,0.5972,FALSE
4,668,Undirected,47503,,,0.467339,FALSE
4,747,Undirected,47504,,,0.521027,FALSE
4,132,Undirected,47505,,,0.673644,FALSE
4,939,Undirected,47506,,,0.573615,FALSE
4,938,Undirected,47507,,,0.469731,FALSE
4,550,Undirected,47508,,,0.502435,FALSE
4,219,Undirected,47509,,,0.551212,FALSE
4,312,Undirected,47510,,,0.577072,FALSE
4,262,Undirected,47511,,,0.685574,FALSE
4,1011,Undirected,47512,,,0.487019,FALSE
4,389,Undirected,47513,,,0.567989,FALSE
4,552,Undirected,47514,,,0.478591,FALSE
4,454,Undirected,47515,,,0.488346,FALSE
4,689,Undirected,47516,,,0.586632,FALSE
4,237,Undirected,47517,,,0.581354,FALSE
4,202,Undirected,47518,,,0.607816,FALSE
4,1003,Undirected,47519,,,0.497872,FALSE
4,762,Undirected,47520,,,0.619727,FALSE
4,585,Undirected,47521,,,0.612993,FALSE
4,805,Undirected,47522,,,0.479444,FALSE
4,510,Undirected,47523,,,0.54248,FALSE
4,446,Undirected,47524,,,0.578999,FALSE
5,209,Undirected,47525,,,0.624281,FALSE
5,68,Undirected,47526,,,0.688546,FALSE
5,236,Undirected,47527,,,0.55128,FALSE
5,72,Undirected,47528,,,0.644047,FALSE
5,320,Undirected,47529,,,0.515769,FALSE
5,368,Undirected,47530,,,0.515402,FALSE
5,87,Undirected,47531,,,0.658379,FALSE
5,163,Undirected,47532,,,0.516818,FALSE
5,398,Undirected,47533,,,0.409957,FALSE
5,359,Undirected,47534,,,0.415382,FALSE
5,70,Undirected,47535,,,0.747412,FALSE
5,379,Undirected,47536,,,0.538397,FALSE
5,93,Undirected,47537,,,0.628468,FALSE
5,274,Undirected,47538,,,0.624506,FALSE
5,645,Undirected,47539,,,0.445635,FALSE
5,721,Undirected,47540,,,0.50146,FALSE
5,703,Undirected,47541,,,0.505783,FALSE
5,580,Undirected,47542,,,0.586508,FALSE
5,684,Undirected,47543,,,0.50582,FALSE
5,416,Undirected,47544,,,0.472908,FALSE
5,92,Undirected,47545,,,0.69539,FALSE
5,241,Undirected,47546,,,0.692172,FALSE
5,318,Undirected,47547,,,0.557979,FALSE
5,144,Undirected,47548,,,0.604633,FALSE
5,891,Undirected,47549,,,0.417138,FALSE
5,892,Undirected,47550,,,0.385363,FALSE
5,240,Undirected,47551,,,0.563442,FALSE
5,584,Undirected,47552,,,0.493329,FALSE
5,901,Undirected,47553,,,0.484059,FALSE
5,384,Undirected,47554,,,0.639353,FALSE
5,96,Undirected,47555,,,0.744191,TRUE
5,98,Undirected,47556,,,0.708616,FALSE
5,67,Undirected,47557,,,0.705961,FALSE
5,235,Undirected,47558,,,0.705625,FALSE
5,74,Undirected,47559,,,0.704671,FALSE
5,7,Undirected,47560,,,0.704592,FALSE
5,99,Undirected,47561,,,0.696842,FALSE
5,557,Undirected,47562,,,0.557868,FALSE
5,131,Undirected,47563,,,0.545409,FALSE
5,150,Undirected,47564,,,0.527921,FALSE
5,956,Undirected,47565,,,0.535134,FALSE
5,842,Undirected,47566,,,0.529673,FALSE
5,972,Undirected,47567,,,0.519497,FALSE
5,409,Undirected,47568,,,0.45176,FALSE
5,249,Undirected,47569,,,0.624857,FALSE
5,884,Undirected,47570,,,0.497549,FALSE
5,990,Undirected,47571,,,0.466995,FALSE
5,185,Undirected,47572,,,0.588933,FALSE
5,610,Undirected,47573,,,0.569608,FALSE
5,623,Undirected,47574,,,0.530255,FALSE
5,995,Undirected,47575,,,0.461182,FALSE
5,615,Undirected,47576,,,0.442661,FALSE
5,410,Undirected,47577,,,0.568881,FALSE
5,302,Undirected,47578,,,0.596665,FALSE
5,296,Undirected,47579,,,0.592228,FALSE
5,747,Undirected,47580,,,0.528405,FALSE
5,987,Undirected,47581,,,0.435347,FALSE
5,938,Undirected,47582,,,0.435099,FALSE
5,1012,Undirected,47583,,,0.421698,FALSE
5,346,Undirected,47584,,,0.650583,FALSE
5,212,Undirected,47585,,,0.45301,FALSE
5,216,Undirected,47586,,,0.498305,FALSE
5,412,Undirected,47587,,,0.483402,FALSE
6,166,Undirected,47588,,,0.535169,FALSE
6,120,Undirected,47589,,,0.667248,FALSE
6,122,Undirected,47590,,,0.652056,FALSE
6,238,Undirected,47591,,,0.577924,FALSE
6,349,Undirected,47592,,,0.598373,FALSE
6,368,Undirected,47593,,,0.49469,FALSE
6,369,Undirected,47594,,,0.448942,FALSE
6,378,Undirected,47595,,,0.488161,FALSE
6,217,Undirected,47596,,,0.645031,FALSE
6,401,Undirected,47597,,,0.554762,FALSE
6,407,Undirected,47598,,,0.48,FALSE
6,443,Undirected,47599,,,0.503487,FALSE
6,457,Undirected,47600,,,0.695474,FALSE
